age,attrition,businesstravel,dailyrate($),department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate($),jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome($),monthlyrate($),numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome($),datebirth,salary($),roledepartament,numberchildren,remotework,salary
37,no,travel rarely,973.3492063492064,,3,3,other,1,333,3,0,121.6686507936508,3,3, manufacturing director ,3,married,7861.67,20440.33,1,,no,15,,3,part time,1,,2,3,10,,7,8,7861.67,1986,94340.0,,,True,
54,no,,1032.4872861766066,,19,4,,1,334,3,0,129.06091077207583,3,3, human resources ,2,unknown,8339.32,21682.23,2,y,,15,,3,part time,1,16.0,1,4,9,,7,1,8339.32,1969,100071.84,,,True,
38,no,travel rarely,556.2566609977324, sales ,7,4,marketing,1,335,4,1,69.53208262471655,2,2, sales executive ,4,unknown,4492.84,11681.39,0,,no,20,,1,part time,0,,2,3,7,,0,5,4492.84,1985,53914.11, sales executive     sales ,,True,
29,no,,290.03550973654063, research & development ,1,4,life sciences,1,336,2,0,36.25443871706758,1,1, research scientist ,4,divorced,2342.59,6090.75,1,y,,18,3,4,part time,1,10.0,5,3,10,,2,8,2342.59,1994,28111.13, research scientist     research & development ,,True,
34,no,,1032.4872861766066,,9,3,medical,1,337,4,1,129.06091077207583,2,3, healthcare representative ,2,unknown,8339.32,21682.23,1,,,14,3,2,part time,0,9.0,3,4,8,,7,7,,1989,100071.84,,,False,
39,no,,556.2566609977324,,2,4,technical degree,1,338,4,1,69.53208262471655,2,2, healthcare representative ,3,single,4492.84,11681.39,1,,no,11,3,1,part time,0,20.0,4,3,20,7,11,10,4492.84,1984,53914.11,,,False,
32,no,,556.7301587301588,,10,3,marketing,1,339,4,0,69.59126984126985,3,2, sales executive ,4,unknown,4496.67,11691.33,1,,,12,3,4,full time,0,10.0,2,2,10,,0,8,4496.67,1991,53960.0,,,True,
38,no,travel rarely,556.2566609977324,,1,4,life sciences,1,340,2,1,69.53208262471655,4,2, healthcare representative ,4,unknown,4492.84,11681.39,0,y,,13,3,3,part time,0,10.0,4,,9,,1,8,4492.84,1985,53914.11,,,True,
27,no,travel rarely,1032.4872861766066,,1,2,life sciences,1,341,3,1,129.06091077207583,3,3, manufacturing director ,1,married,8339.32,21682.23,1,,,11,3,4,part time,0,9.0,3,3,9,,0,7,8339.32,1996,100071.84,,,False,
32,no,travel rarely,1151.3253968253969,,3,2,life sciences,1,342,3,1,143.9156746031746,3,3, research director ,4,single,9299.17,24177.83,3,,,15,3,4,full time,0,10.0,6,3,7,,7,7,9299.17,1991,111590.0,,,False,
47,no,,511.7460317460318,,35,4,marketing,1,343,4,0,63.968253968253975,3,2, sales executive ,1,single,4133.33,10746.67,2,,,12,3,4,,0,20.0,2,3,7,,1,7,4133.33,1976,49599.96,,,False,49599.96
27,no,travel frequently,907.2142857142858,,10,2,,1,344,4,0,113.40178571428572,3,3, manufacturing director ,1,unknown,7327.5,19051.5,1,y,no,21,4,3,part time,2,9.0,4,2,9,,1,7,7327.5,1996,87930.0,,,True,
41,no,,1979.8174603174605,,1,3,,1,345,4,0,247.47718253968256,2,5, manager ,3,unknown,15990.833333333334,41576.17,1,y,no,12,,2,full time,1,22.0,3,3,22,,2,10,,1982,191890.0,,,False,
28,yes,,228.63492063492063, research & development ,35,2,,1,346,35,1,28.57936507936508,1,1, research scientist ,2,unknown,1846.67,4801.33,7,,yes,13,3,4,part time,0,10.0,4,3,7,,3,7,1846.67,1995,22160.0, research scientist     research & development ,,True,
36,no,,1208.484126984127, research & development ,8,3,,1,347,1,1,151.06051587301587,4,3, research director ,1,married,9760.83,25378.17,9,y,,14,3,1,full time,1,10.0,2,3,8,,0,5,9760.83,1987,117130.0, research director     research & development ,,False,
30,no,,547.2380952380953,,27,5,marketing,1,348,3,0,68.40476190476191,3,2, sales executive ,4,divorced,4420.0,11492.0,7,y,no,23,,4,,1,10.0,2,2,8,,7,7,4420.0,1993,53040.0,,,True,
56,no,travel rarely,1145.547619047619,,9,3,,1,349,3,0,143.19345238095238,3,4, healthcare representative ,4,married,9252.5,24056.5,7,,no,11,3,3,full time,0,30.0,1,2,10,,1,1,9252.5,1967,111030.0,,,False,
45,no,travel rarely,684.2539682539683,,2,2,,1,350,2,0,85.53174603174604,1,2, sales representative ,3,single,5526.67,14369.33,0,,no,13,3,1,full time,0,9.0,3,3,8,,3,1,5526.67,1978,66320.0,,,True,
36,no,non travel,782.7857142857142,,8,4,,1,351,1,0,97.84821428571428,2,3, sales executive ,1,single,6322.5,16438.5,1,y,,15,3,2,part time,0,10.0,1,3,10,,0,9,6322.5,1987,75870.0,,,False,
29,no,,447.2619047619048,,27,3,medical,1,352,2,1,55.9077380952381,3,2, healthcare representative ,3,married,3612.5,9392.5,4,,no,12,3,1,part time,1,11.0,3,2,8,,1,1,3612.5,1994,43350.0,,,True,
38,no,,616.984126984127,,2,4,life sciences,1,353,1,1,77.12301587301587,4,2, manufacturing director ,1,single,4983.33,12956.67,6,,,12,3,4,full time,0,17.0,2,3,15,,4,12,4983.33,1985,59800.0,,,True,
40,no,,437.8730158730159,,13,2,medical,1,354,13,1,54.73412698412699,4,2, healthcare representative ,2,unknown,3536.67,9195.33,1,y,no,24,4,4,,1,8.0,2,3,8,,3,7,3536.67,1983,42440.04,,,True,42440.04
42,no,travel frequently,1973.9841269841268,,8,3,,1,355,2,0,246.74801587301585,3,5, manager ,4,unknown,15943.72,41453.67,1,,no,13,3,2,,1,24.0,4,2,24,,14,9,15943.72,1981,191324.63999999998,,,True,191324.63999999998
36,no,travel rarely,539.3968253968254,,1,3,other,1,356,3,1,67.42460317460318,3,2, manufacturing director ,2,unknown,4356.67,11327.33,0,,,15,3,1,part time,1,,2,3,9,,0,5,4356.67,1987,52280.0,,,False,
29,no,travel rarely,278.57142857142856,,23,2,,1,357,3,0,34.82142857142857,4,1, research scientist ,3,married,2250.0,5850.0,1,,,24,4,3,part time,1,10.0,3,3,10,,0,7,2250.0,1994,27000.0,,,True,
55,yes,,556.2566609977324,,2,1,medical,1,358,3,0,69.53208262471655,3,2, sales executive ,4,single,4492.8425,11681.39,4,y,,16,3,3,part time,0,,3,2,9,,7,3,,1968,53914.11,,,False,
28,no,,556.2566609977324, sales ,2,4,,1,359,2,1,69.53208262471655,3,2, sales executive ,2,unknown,4492.8425,11681.39,1,y,,20,4,1,part time,0,8.0,2,3,8,,7,5,,1995,53914.11, sales executive     sales ,,True,
26,yes,,244.11111111111111,,5,2,medical,1,360,3,1,30.51388888888889,2,1, research scientist ,3,married,1971.67,5126.33,1,,,14,3,1,part time,1,8.0,2,3,8,,1,7,1971.67,1997,23660.0,,,True,
44,no,,290.03550973654063,,9,2,,1,361,2,0,36.25443871706758,3,1, research scientist ,1,unknown,2342.59,6090.75,1,,yes,13,3,4,,0,8.0,0,3,8,,7,1,2342.59,1979,28111.08,,,True,28111.08
41,yes,,290.03550973654063, research & development ,2,4,life sciences,1,362,2,1,36.25443871706758,1,1, laboratory technician ,4,divorced,2342.59,6090.75,4,,yes,13,3,3,,1,,1,2,7,,1,0,2342.59,1982,28111.08, laboratory technician     research & development ,,True,28111.08
31,no,travel rarely,240.2936507936508,,7,4,,1,363,2,0,30.03670634920635,2,1, sales representative ,3,unknown,1940.83,5046.17,3,,,15,,2,part time,0,,2,4,7,,5,2,1940.83,1992,23290.0,,,False,
26,no,travel frequently,443.031746031746, sales ,28,3,medical,1,364,28,0,55.37896825396825,2,2, sales executive ,1,unknown,3578.3333333333335,9303.67,1,y,,12,3,2,part time,0,,2,3,7,,0,7,,1997,42940.0, sales executive     sales ,,True,
31,no,,556.2566609977324,,12,3,medical,1,365,4,1,69.53208262471655,3,2, healthcare representative ,4,unknown,4492.8425,11681.39,0,,,11,3,3,part time,2,10.0,2,1,9,,8,5,,1992,53914.11,,,False,
32,no,,693.8492063492063,,3,4,medical,1,366,3,1,86.73115079365078,3,2, manufacturing director ,1,married,5604.166666666667,14570.83,1,,,12,3,3,full time,1,8.0,2,4,8,,6,3,,1991,67250.0,,,False,
36,yes,travel rarely,1065.2777777777778,,3,1,life sciences,1,367,3,0,133.15972222222223,2,3, sales executive ,4,married,8604.17,22370.83,1,y,,11,,1,full time,1,,6,3,16,,3,7,8604.17,1987,103250.0,,,False,
45,no,non travel,458.8174603174604,,47,2,,1,368,47,0,57.35218253968255,3,2, laboratory technician ,2,unknown,3705.8333333333335,9635.17,1,,,12,3,2,part time,0,,5,2,9,,0,8,,1978,44470.0,,,True,
39,no,travel rarely,1032.4872861766066,,2,5,,1,369,1,0,129.06091077207583,4,3, sales executive ,3,single,8339.32,21682.23,0,,no,18,3,4,part time,0,9.0,3,3,8,,0,7,,1984,100071.84,,,False,
36,no,non travel,556.2566609977324,,8,4,technical degree,1,370,1,0,69.53208262471655,3,2, sales executive ,4,divorced,4492.84,11681.39,4,,no,13,,4,part time,2,12.0,3,3,7,,0,7,4492.84,1987,53914.11,,,True,
46,no,,1118.928571428571,,7,2,medical,1,371,4,0,139.86607142857142,3,3, manufacturing director ,3,unknown,9037.5,23497.5,6,y,,13,3,2,full time,1,,3,3,8,,0,7,9037.5,1977,108450.0,,,False,
54,no,travel rarely,1032.4872861766066,,17,3,technical degree,1,372,3,1,129.06091077207583,3,3, manufacturing director ,3,unknown,8339.32,21682.23,8,,,11,,3,part time,1,22.0,2,3,10,,0,8,8339.32,1969,100071.84,,,True,
30,no,travel rarely,1032.4872861766066,,8,2,,1,373,2,1,129.06091077207583,4,3, research director ,1,unknown,8339.32,21682.23,0,y,yes,12,3,3,part time,3,,4,2,8,,1,7,8339.32,1993,100071.84,,,True,
26,no,,564.5714285714286,,2,2,medical,1,374,4,0,70.57142857142857,4,2, manufacturing director ,4,married,4560.0,11856.0,1,,,12,3,2,full time,0,,2,3,8,,1,3,,1997,54720.0,,,False,
55,no,travel frequently,658.7698412698413,,18,4,medical,1,375,3,0,82.34623015873017,3,2, healthcare representative ,2,married,5320.83,13834.17,3,,,14,3,4,full time,2,,3,3,8,,6,7,5320.83,1968,63850.0,,,True,
50,no,non travel,654.8492063492064, sales ,1,3,life sciences,1,376,4,1,81.8561507936508,3,2, sales executive ,3,married,5289.166666666667,13751.83,0,y,,12,3,1,full time,1,,3,3,18,,0,13,,1973,63470.0, sales executive     sales ,,True,
32,no,non travel,290.03550973654063,,29,4,,1,377,4,1,36.25443871706758,3,1, laboratory technician ,3,single,2342.5941666666668,6090.75,9,,no,12,3,2,part time,0,10.0,2,3,8,,7,7,,1991,28111.13,,,True,
53,no,travel frequently,776.3888888888888,,2,3,marketing,1,378,3,1,97.0486111111111,2,3, sales executive ,2,unknown,6270.833333333333,16304.17,2,,,12,3,1,part time,1,30.0,2,,15,,6,12,,1970,75250.0,,,True,
40,no,travel rarely,556.2566609977324,,26,3,,1,379,3,0,69.53208262471655,3,2, sales executive ,1,married,4492.84,11681.39,1,,,14,3,2,part time,1,8.0,3,2,7,,7,5,4492.84,1983,53914.11,,,False,
55,no,,1582.7713464696226,,2,1,,1,380,3,0,197.84641830870282,2,4, manager ,1,single,12783.92,33238.2,7,,no,15,3,2,,0,,3,4,9,,6,2,12783.92,1968,153407.04,,,True,153407.04
28,yes,non travel,1032.4872861766066,,24,2,,1,381,2,0,129.06091077207583,2,3, healthcare representative ,1,single,8339.32,21682.23,1,y,no,12,3,1,part time,0,10.0,2,2,10,,1,9,8339.32,1995,100071.84,,,False,
28,no,travel rarely,377.6190476190477,,10,3,other,1,382,3,1,47.20238095238096,3,2, research scientist ,3,single,3050.0,7930.0,3,,no,13,3,4,,0,,4,4,8,,1,7,3050.0,1995,36600.0,,,True,36600.0
35,yes,,1032.4872861766066,,4,3,technical degree,1,383,4,0,129.06091077207583,3,3, sales executive ,1,unknown,8339.32,21682.23,0,y,,22,4,1,part time,0,9.0,2,3,8,,4,7,,1988,100071.84,,,True,
33,yes,travel frequently,556.2566609977324, research & development ,36,4,medical,1,384,36,1,69.53208262471655,2,2, research scientist ,3,single,4492.84,11681.39,1,,no,22,4,2,part time,0,14.0,4,3,13,,3,8,4492.84,1990,53914.11, research scientist     research & development ,,True,
25,yes,,290.03550973654063, research & development ,4,1,technical degree,1,385,4,0,36.25443871706758,3,1, laboratory technician ,4,married,2342.5941666666668,6090.75,1,y,,15,,2,part time,1,7.0,3,4,7,,5,6,,1998,28111.13, laboratory technician     research & development ,,True,
38,no,,901.7460317460316, sales ,10,4,,1,386,3,0,112.71825396825395,2,3, sales executive ,3,unknown,7283.33,18936.67,0,,yes,14,3,2,part time,2,9.0,2,,8,,2,7,7283.33,1985,87400.0, sales executive     sales ,,True,
28,no,,1032.4872861766066,,12,3,,1,387,12,1,129.06091077207583,3,3, manufacturing director ,2,unknown,8339.32,21682.23,0,,,17,3,2,part time,3,,3,2,9,,1,7,,1995,100071.84,,,True,
43,no,travel frequently,1032.4872861766066,,27,3,life sciences,1,388,3,1,129.06091077207583,3,3, manufacturing director ,1,married,8339.32,21682.23,8,,no,11,3,3,part time,1,18.0,1,3,8,,0,1,,1980,100071.84,,,False,
39,yes,travel frequently,1582.7713464696226, research & development ,2,3,life sciences,1,389,1,0,197.8464183087028,3,4, healthcare representative ,4,unknown,12783.92,33238.2,7,,no,11,3,4,full time,3,21.0,4,3,18,,11,5,12783.92,1984,153407.07, healthcare representative     research & development ,,False,
40,no,travel rarely,1973.9841269841268,,14,3,,1,390,3,0,246.74801587301585,2,5, research director ,3,unknown,15943.718333333332,41453.67,1,y,no,14,,1,full time,0,,2,,20,,4,9,,1983,191324.62,,,True,
29,no,travel rarely,556.2566609977324,,8,1,medical,1,391,2,0,69.53208262471655,2,2, manufacturing director ,4,married,4492.84,11681.39,1,,,15,3,3,,1,10.0,2,2,10,,1,2,4492.84,1994,53914.08,,,True,53914.08
40,no,,1392.7539682539682,,32,4,,1,392,2,1,174.09424603174602,3,3, research director ,3,unknown,11249.17,29247.83,9,,no,17,3,3,full time,0,20.0,3,2,18,,2,13,11249.17,1983,134990.0,,,False,
26,no,travel rarely,290.03550973654063,,3,4,,1,393,1,0,36.25443871706758,4,1, laboratory technician ,4,unknown,2342.59,6090.75,1,y,,22,4,2,part time,1,8.0,2,3,8,,0,7,2342.59,1997,28111.13,,,True,
35,no,travel rarely,1032.4872861766066,,2,3,,1,394,3,0,129.06091077207583,2,3, manufacturing director ,2,divorced,8339.32,21682.23,2,,no,18,3,2,,1,15.0,2,4,7,,6,4,8339.32,1988,100071.84,,,True,100071.84
53,no,,1973.9841269841268, research & development ,7,2,medical,1,395,4,1,246.74801587301585,3,5, manager ,3,divorced,15943.72,41453.67,3,y,no,18,3,2,full time,1,26.0,6,3,7,,4,7,15943.72,1970,191324.62, manager     research & development ,,False,
35,no,,556.2566609977324,,17,4,life sciences,1,396,3,0,69.53208262471655,3,2, sales executive ,1,unknown,4492.8425,11681.39,3,y,,15,3,4,part time,3,15.0,2,3,7,,1,7,,1988,53914.11,,,True,
33,no,,556.2566609977324,,25,3,medical,1,397,2,1,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,1,,no,12,3,1,part time,1,,3,2,10,,0,1,4492.84,1990,53914.11,,,True,
36,no,,290.03550973654063, research & development ,6,4,life sciences,1,398,3,0,36.25443871706758,1,1, laboratory technician ,3,divorced,2342.5941666666668,6090.75,1,y,no,14,3,3,part time,1,,4,3,7,,1,7,,1987,28111.13, laboratory technician     research & development ,,True,
30,no,travel rarely,360.1825396825397,,7,4,life sciences,1,399,3,0,45.02281746031746,3,2, laboratory technician ,3,divorced,2909.17,7563.83,1,,,13,,1,part time,3,,4,2,10,,8,9,2909.17,1993,34910.0,,,True,
60,no,,538.5714285714286,,29,4,,1,400,29,0,67.32142857142857,4,2, sales executive ,4,divorced,4350.0,11310.0,0,,,18,3,2,,1,12.0,3,3,11,,1,9,4350.0,1963,52200.0,,,True,52200.0
32,no,,556.2566609977324,,2,2,life sciences,1,401,4,1,69.53208262471655,3,2, research scientist ,3,single,4492.8425,11681.39,4,y,yes,14,3,4,part time,0,10.0,2,3,8,,0,7,,1991,53914.11,,,False,
36,no,,1057.7460317460318,,1,3,technical degree,1,402,3,1,132.21825396825398,1,3, manufacturing director ,1,divorced,8543.33,22212.67,2,,yes,21,4,3,full time,1,17.0,2,3,7,,7,7,8543.33,1987,102520.0,,,True,
27,no,travel rarely,290.03550973654063,,14,3,,1,403,1,0,36.25443871706758,3,1, research scientist ,1,unknown,2342.59,6090.75,1,,,14,3,4,,2,,3,2,9,,6,8,2342.59,1996,28111.08,,,True,28111.08
43,no,,2036.6666666666667, research & development ,3,3,life sciences,1,404,3,0,254.58333333333334,1,5, research director ,4,unknown,16450.0,42770.0,3,y,no,14,3,2,full time,1,,2,3,8,,0,7,16450.0,1980,197400.0, research director     research & development ,,True,
29,no,travel rarely,1582.7713464696226,,1,3,,1,405,4,1,197.84641830870282,2,4, research director ,4,divorced,12783.9225,33238.2,3,y,no,14,3,2,full time,2,9.0,2,2,7,,1,7,,1994,153407.07,,,True,
59,no,,1032.4872861766066,,24,4,,1,406,24,0,129.06091077207583,3,3, manufacturing director ,4,single,8339.32,21682.23,6,,no,12,3,4,part time,0,,6,2,9,,5,4,8339.32,1964,100071.84,,,False,
43,no,travel rarely,1032.4872861766066,,4,4,marketing,1,407,4,1,129.06091077207583,2,3, sales executive ,4,single,8339.32,21682.23,3,,no,14,3,4,part time,0,23.0,3,4,21,,15,17,8339.32,1980,100071.84,,,True,
44,yes,travel rarely,1032.4872861766066,,15,3,medical,1,408,1,1,129.06091077207583,3,3, healthcare representative ,4,married,8339.32,21682.23,1,y,,11,3,4,part time,1,,2,3,10,,0,5,8339.32,1979,100071.84,,,True,
29,yes,,290.03550973654063, research & development ,7,3,technical degree,1,409,2,1,36.25443871706758,3,1, laboratory technician ,3,divorced,2342.59,6090.75,3,,yes,13,3,1,,2,10.0,2,3,7,,7,7,2342.59,1994,28111.08, laboratory technician     research & development ,,True,28111.08
32,no,travel rarely,640.6111111111111,,8,3,,1,410,3,0,80.07638888888889,4,2, sales executive ,4,married,5174.17,13452.83,1,,,15,3,3,full time,2,,4,4,10,,0,8,5174.17,1991,62090.0,,,False,
36,no,travel rarely,731.9206349206349,,10,4,technical degree,1,411,4,1,91.49007936507937,3,3, healthcare representative ,3,married,5911.666666666667,15370.33,3,y,no,12,3,1,part time,0,,0,3,7,,1,7,,1987,70940.0,,,True,
52,yes,,1032.4872861766066, sales ,5,3,,1,412,2,0,129.06091077207583,3,3, sales executive ,2,single,8339.32,21682.23,9,y,yes,19,3,3,part time,0,,2,2,8,,7,7,8339.32,1971,100071.84, sales executive     sales ,,True,
39,no,travel rarely,467.7936507936508,,33,2,,1,413,1,0,58.47420634920635,3,2, manufacturing director ,3,single,3778.33,9823.67,0,,,11,3,1,,0,,6,,8,,1,7,3778.33,1984,45340.0,,,True,
34,no,,876.984126984127,,9,3,,1,414,4,0,109.62301587301587,3,3, healthcare representative ,4,unknown,7083.33,18416.67,0,,,11,,4,part time,1,10.0,0,2,9,,1,6,7083.33,1989,85000.0,,,True,
38,no,,556.2566609977324,,2,2,life sciences,1,415,2,1,69.53208262471655,3,2, sales executive ,1,unknown,4492.8425,11681.39,3,,,15,3,4,,1,11.0,3,3,7,,1,7,,1985,53914.11,,,True,
36,no,travel frequently,478.62698412698415, sales ,12,3,marketing,1,416,12,1,59.82837301587302,4,2, sales executive ,1,married,3865.83,10051.17,2,y,no,16,3,4,part time,1,,2,2,15,,6,13,3865.83,1987,46390.0, sales executive     sales ,,True,
35,no,,553.3253968253969,,1,3,,1,417,4,1,69.16567460317461,2,2, laboratory technician ,4,unknown,4469.17,11619.83,0,y,no,12,3,2,part time,1,10.0,0,3,9,,0,0,4469.17,1988,53630.0,,,False,
55,yes,,1582.7713464696226,,13,4,,1,418,1,0,197.84641830870282,4,4, sales executive ,3,unknown,12783.92,33238.2,6,y,,17,3,3,full time,0,,2,2,19,,3,8,12783.92,1968,153407.07,,,True,
34,no,,556.2566609977324,,29,3,,1,419,2,0,69.53208262471655,3,2, laboratory technician ,3,unknown,4492.84,11681.39,4,y,,13,3,1,part time,2,10.0,1,3,8,,7,7,4492.84,1989,53914.11,,,False,
43,no,,421.0555555555556,,6,3,medical,1,420,1,1,52.63194444444445,2,2, research scientist ,3,single,3400.83,8842.17,1,,yes,14,3,1,part time,0,20.0,3,1,20,,1,8,3400.83,1980,40810.0,,,False,
42,no,travel rarely,1582.7713464696226,,10,3,human resources,1,421,3,1,197.84641830870282,3,4, manager ,1,married,12783.92,33238.2,0,,,14,3,3,full time,1,21.0,5,3,20,,0,9,12783.92,1981,153407.07,,,False,
26,no,travel rarely,369.1587301587302,,7,3,,1,422,3,0,46.14484126984127,4,1, laboratory technician ,1,single,2981.6666666666665,7752.33,0,,no,12,3,4,full time,0,8.0,2,3,7,,0,7,,1997,35780.0,,,True,
29,yes,,1032.4872861766066,,14,1,other,1,423,3,1,129.06091077207583,3,3, healthcare representative ,4,single,8339.32,21682.23,0,,yes,12,3,1,part time,0,,1,3,8,,7,7,8339.32,1994,100071.84,,,True,
54,no,,1787.809523809524, research & development ,1,3,,1,424,4,1,223.47619047619048,3,4, research director ,4,unknown,14440.0,37544.0,6,,,19,3,4,full time,0,29.0,3,2,20,,12,7,,1969,173280.0, research director     research & development ,,False,
55,no,,1582.7713464696226,,1,4,,1,425,2,0,197.84641830870282,4,4, research director ,4,divorced,12783.92,33238.2,2,y,no,13,3,4,full time,2,31.0,4,4,7,,0,0,12783.92,1968,153407.07,,,True,
40,no,non travel,556.2566609977324,,9,4,other,1,426,3,0,69.53208262471655,3,2, laboratory technician ,3,unknown,4492.84,11681.39,3,y,no,11,3,3,part time,2,11.0,2,,8,,0,7,4492.84,1983,53914.11,,,True,
31,no,,1113.563492063492,,8,2,,1,427,1,0,139.1954365079365,3,3, sales executive ,4,divorced,8994.17,23384.83,1,,,18,,1,full time,1,13.0,5,3,13,,9,9,8994.17,1992,107930.0,,,True,
46,yes,,1032.4872861766066,,9,3,marketing,1,428,1,0,129.06091077207583,3,3, sales executive ,4,divorced,8339.32,21682.23,4,,no,11,3,1,,1,28.0,1,4,7,,4,3,8339.32,1977,100071.84,,,True,100071.84
45,no,travel rarely,1119.547619047619,,20,3,medical,1,429,2,0,139.94345238095238,1,3, healthcare representative ,1,unknown,9042.5,23510.5,2,y,yes,18,3,2,full time,1,,2,3,7,,0,7,9042.5,1978,108510.0,,,False,
49,no,travel rarely,1079.8253968253969,,7,4,life sciences,1,430,3,0,134.9781746031746,3,3, healthcare representative ,2,divorced,8721.666666666666,22676.33,3,y,,14,3,2,full time,2,29.0,3,3,8,,0,7,,1974,104660.0,,,False,
29,no,travel rarely,556.2566609977324,,19,3,,1,431,3,0,69.53208262471655,2,2, sales executive ,3,unknown,4492.84,11681.39,1,y,,14,3,3,part time,2,10.0,3,3,10,,0,4,4492.84,1994,53914.11,,,True,
29,yes,,243.6984126984127,,1,4,technical degree,1,432,1,0,30.46230158730159,2,1, research scientist ,1,single,1968.3333333333333,5117.67,6,y,no,13,3,3,part time,0,,2,1,9,,0,7,,1994,23620.0,,,True,
29,no,,556.2566609977324,,8,1,other,1,433,3,1,69.53208262471655,1,2, healthcare representative ,1,unknown,4492.8425,11681.39,3,,no,13,3,3,part time,1,9.0,3,3,7,,0,7,,1994,53914.11,,,True,
40,no,travel rarely,1582.7713464696226, human resources ,6,2,,1,434,3,0,197.8464183087028,3,4, manager ,4,single,12783.92,33238.2,1,y,yes,21,4,4,full time,0,21.0,2,3,21,,7,7,12783.92,1983,153407.07, manager     human resources ,,True,
48,no,,664.3412698412699, sales ,16,4,life sciences,1,435,3,1,83.04265873015873,3,2, sales executive ,3,divorced,5365.833333333333,13951.17,8,,no,14,3,3,full time,1,18.0,2,,8,,7,7,,1975,64390.0, sales executive     sales ,,True,
53,yes,,1032.4872861766066,,2,5,,1,436,3,1,129.06091077207583,2,3, manufacturing director ,4,married,8339.32,21682.23,0,,,16,3,2,part time,1,,4,3,33,,1,9,,1970,100071.84,,,True,
44,no,,1973.9841269841268,,7,3,medical,1,437,2,1,246.74801587301585,3,5, research director ,4,unknown,15943.718333333332,41453.67,0,,yes,14,,4,,1,,4,2,22,,1,10,,1979,191324.62,,,False,
45,no,,595.2142857142857,,5,5,,1,438,3,1,74.40178571428571,1,2, laboratory technician ,1,unknown,4807.5,12499.5,1,y,,14,3,1,full time,0,10.0,3,3,10,,1,4,,1978,57690.0,,,False,
45,no,non travel,452.4206349206349,,26,3,marketing,1,439,1,0,56.55257936507936,2,2, sales executive ,1,unknown,3654.17,9500.83,1,y,,15,,1,,1,10.0,2,,10,,4,5,3654.17,1978,43850.04,,,False,43850.04
34,no,travel frequently,556.2566609977324,,10,4,,1,440,3,0,69.53208262471655,4,2, manufacturing director ,4,unknown,4492.84,11681.39,1,,,13,3,1,part time,1,9.0,3,,9,,7,2,4492.84,1989,53914.11,,,True,
39,no,,556.2566609977324, research & development ,10,5,medical,1,441,2,0,69.53208262471655,3,2, manufacturing director ,1,unknown,4492.84,11681.39,2,y,,13,3,4,,3,,3,3,7,,7,7,4492.84,1984,53914.08, manufacturing director     research & development ,,False,53914.08
27,no,,419.50793650793656, research & development ,36,3,,1,442,36,0,52.43849206349207,2,1, laboratory technician ,1,divorced,3388.33,8809.67,1,,no,11,3,1,full time,2,7.0,3,3,7,,0,7,3388.33,1996,40660.0, laboratory technician     research & development ,,True,
45,no,travel rarely,556.2566609977324,,2,2,,1,443,4,1,69.53208262471655,2,2, manufacturing director ,4,divorced,4492.84,11681.39,1,,,19,3,1,,2,10.0,3,3,10,,3,9,4492.84,1978,53914.08,,,True,53914.08
44,no,,556.2566609977324,,1,5,,1,444,1,0,69.53208262471655,3,2, human resources ,4,married,4492.84,11681.39,4,,yes,11,3,3,,0,14.0,3,3,10,,0,2,4492.84,1979,53914.08,,,True,53914.08
25,no,,537.1269841269842,,2,1,life sciences,1,445,4,0,67.14087301587303,4,2, manufacturing director ,3,divorced,4338.33,11279.67,1,,,17,3,3,part time,2,7.0,6,3,7,,0,7,4338.33,1998,52060.0,,,False,
49,no,,1582.7713464696226,,1,3,,1,446,3,0,197.84641830870282,3,4, manager ,3,single,12783.92,33238.2,4,y,,14,3,1,full time,0,23.0,2,3,8,,0,0,12783.92,1974,153407.07,,,True,
48,yes,travel frequently,273.92857142857144,,7,2,,1,447,4,1,34.24107142857143,3,1, sales representative ,3,unknown,2212.5,5752.5,2,,,11,,3,,2,19.0,3,3,9,,7,7,2212.5,1975,26550.0,,,False,26550.0
26,no,,265.1587301587302,,7,3,medical,1,448,4,0,33.14484126984127,3,1, laboratory technician ,4,unknown,2141.67,5568.33,1,,no,20,4,3,part time,0,7.0,5,3,7,,5,7,2141.67,1997,25700.0,,,True,
44,no,travel rarely,1032.4872861766066,,2,3,life sciences,1,449,3,1,129.06091077207583,4,3, healthcare representative ,4,unknown,8339.32,21682.23,1,,,19,,2,part time,1,,2,3,8,,6,7,8339.32,1979,100071.84,,,True,
36,no,,464.4920634920635,,2,4,,1,450,3,1,58.06150793650794,3,2, sales representative ,4,single,3751.67,9754.33,3,y,,15,,3,part time,0,17.0,2,2,13,,6,7,3751.67,1987,45020.0,,,True,
46,no,,556.2566609977324, research & development ,13,4,,1,451,3,0,69.53208262471655,3,2, healthcare representative ,2,single,4492.84,11681.39,6,,no,14,3,4,part time,0,19.0,3,3,10,,0,9,4492.84,1977,53914.11, healthcare representative     research & development ,,True,
