age,attrition,businesstravel,dailyrate($),department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate($),jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome($),monthlyrate($),numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome($),datebirth,salary($),roledepartament,numberchildren,remotework,edad_temp
29,no,travel frequently,290.03550973654063, research & development ,46,1,medical,1,251,4,male,36.25443871706758,3,1, laboratory technician ,4,married,2342.59,6090.75,1,True,no,13,3,2,part time,0,,3,4,11,,3,10,2342.59,1970-01-01 00:00:00.000001994,28111.13, laboratory technician     research & development ,,False,55
46,no,travel rarely,885.0317460317461,unknown,2,2,life sciences,1,252,4,male,110.62896825396827,3,3, manufacturing director ,4,divorced,7148.33,18585.67,3,True,unknown,14,3,3,part time,1,12.0,4,2,9,,4,7,7148.33,1970-01-01 00:00:00.000001977,85780.0,unknown,,True,55
27,no,travel rarely,556.2566609977324,unknown,23,1,medical,1,253,2,female,69.53208262471655,2,2, sales representative ,3,married,4492.84,11681.39,1,True,no,21,4,4,part time,1,,5,3,9,,5,8,4492.84,1970-01-01 00:00:00.000001996,53914.11,unknown,,False,55
31,no,unknown,433.0238095238095,unknown,36,3,life sciences,1,254,2,male,54.12797619047619,3,2, laboratory technician ,3,divorced,3497.5,9093.5,1,True,no,11,3,1,unknown,1,10.0,2,3,10,,0,2,3497.5,1970-01-01 00:00:00.000001992,41970.0,unknown,,False,55
45,no,travel rarely,556.2566609977324, research & development ,25,2,life sciences,1,255,2,female,69.53208262471655,2,2, manufacturing director ,4,unknown,4492.84,11681.39,0,True,no,13,3,4,unknown,2,10.0,2,2,9,,3,8,4492.84,1970-01-01 00:00:00.000001978,53914.08, manufacturing director     research & development ,,True,55
34,no,travel rarely,1020.1904761904764,unknown,1,3,marketing,1,256,1,male,127.52380952380955,3,3, sales executive ,4,unknown,8240.0,21424.0,1,True,no,21,4,1,part time,0,14.0,3,2,14,,2,1,8240.0,1970-01-01 00:00:00.000001989,98880.0,unknown,,False,55
31,no,unknown,556.2566609977324, research & development ,1,3,life sciences,1,257,4,male,69.53208262471655,1,2, research scientist ,1,married,4492.84,11681.39,1,True,unknown,21,3,2,part time,0,10.0,6,3,10,,8,7,4492.84,1970-01-01 00:00:00.000001992,53914.11, research scientist     research & development ,,True,55
35,no,unknown,556.2566609977324,unknown,7,4,unknown,1,258,3,female,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,1,True,yes,11,3,4,part time,0,10.0,2,3,10,,0,9,4492.84,1970-01-01 00:00:00.000001988,53914.11,unknown,,False,55
39,no,travel rarely,1376.452380952381,unknown,15,4,marketing,1,259,2,male,172.05654761904762,3,4, sales executive ,1,single,11117.5,28905.5,0,True,no,12,3,1,full time,0,21.0,3,3,20,,11,10,11117.5,1970-01-01 00:00:00.000001984,133410.0,unknown,,False,55
40,no,travel rarely,585.7222222222222,unknown,2,2,marketing,1,260,2,female,73.21527777777777,3,2, sales executive ,2,married,4730.83,12300.17,3,True,no,14,3,3,unknown,1,,4,3,11,,5,10,4730.83,1970-01-01 00:00:00.000001983,56769.96,unknown,,True,55
30,no,travel rarely,290.03550973654063,unknown,1,2,medical,1,261,4,male,36.25443871706758,3,1, laboratory technician ,2,married,2342.59,6090.75,1,True,no,13,3,3,unknown,0,12.0,6,2,12,,1,7,2342.59,1970-01-01 00:00:00.000001993,28111.08,unknown,,False,55
47,no,unknown,1032.4872861766066, research & development ,1,1,unknown,1,262,3,female,129.06091077207583,3,3, research director ,2,married,8339.32,21682.23,0,True,no,18,3,1,part time,2,14.0,3,1,13,,5,12,8339.32,1970-01-01 00:00:00.000001976,100071.84, research director     research & development ,,True,55
52,no,non travel,290.03550973654063,unknown,29,4,unknown,1,263,1,male,36.25443871706758,3,1, sales representative ,4,divorced,2342.59,6090.75,2,True,unknown,15,3,2,part time,2,16.0,3,3,9,,0,0,2342.59,1970-01-01 00:00:00.000001971,28111.13,unknown,,True,55
49,no,travel frequently,556.2566609977324,unknown,8,1,unknown,1,264,3,male,69.53208262471655,2,2, research scientist ,2,married,4492.84,11681.39,1,True,no,23,4,4,part time,1,10.0,3,3,10,,1,7,4492.84,1970-01-01 00:00:00.000001974,53914.11,unknown,,True,55
33,no,travel frequently,300.13492063492066,unknown,19,4,life sciences,1,265,1,female,37.51686507936508,3,1, research scientist ,3,married,2424.1666666666665,6302.83,1,True,unknown,11,3,3,full time,0,,3,3,8,,3,0,2424.1666666666665,1970-01-01 00:00:00.000001990,29090.0,unknown,,True,55
32,no,unknown,290.03550973654063,unknown,2,2,life sciences,1,266,4,male,36.25443871706758,3,1, laboratory technician ,4,unknown,2342.59,6090.75,0,True,unknown,13,3,3,part time,0,8.0,2,2,7,,3,6,2342.59,1970-01-01 00:00:00.000001991,28111.13,unknown,,True,55
38,no,travel frequently,982.84126984127, research & development ,23,3,unknown,1,267,4,male,122.85515873015875,2,3, manufacturing director ,3,unknown,7938.33,20639.67,0,True,no,21,4,2,part time,0,,2,3,9,,1,8,7938.33,1970-01-01 00:00:00.000001985,95260.0, manufacturing director     research & development ,,True,55
36,no,travel rarely,556.2566609977324, research & development ,27,3,medical,1,268,3,male,69.53208262471655,3,2, healthcare representative ,3,unknown,4492.84,11681.39,6,True,unknown,13,3,2,part time,2,17.0,3,2,7,,7,7,4492.84,1970-01-01 00:00:00.000001987,53914.11, healthcare representative     research & development ,,True,55
42,no,unknown,704.1666666666666,unknown,8,4,unknown,1,269,3,male,88.02083333333333,3,2, sales executive ,2,unknown,5687.5,14787.5,0,True,unknown,11,3,4,unknown,1,10.0,2,3,9,,4,2,5687.5,1970-01-01 00:00:00.000001981,68250.0,unknown,,False,55
31,no,unknown,556.2566609977324, research & development ,7,4,life sciences,1,270,4,male,69.53208262471655,3,2, laboratory technician ,4,divorced,4492.84,11681.39,3,True,no,22,4,4,part time,1,,3,2,7,,1,7,4492.84,1970-01-01 00:00:00.000001992,53914.11, laboratory technician     research & development ,,False,55
31,no,travel rarely,456.4444444444444,unknown,8,4,unknown,1,271,3,female,57.05555555555555,3,2, manufacturing director ,4,single,3686.67,9585.33,1,True,no,23,4,4,part time,0,11.0,2,3,11,,1,8,3686.67,1970-01-01 00:00:00.000001992,44240.0,unknown,,False,55
51,no,unknown,561.3730158730159,unknown,21,4,marketing,1,272,3,male,70.17162698412699,3,2, sales executive ,4,unknown,4534.17,11788.83,0,True,unknown,22,4,4,unknown,0,11.0,2,1,10,,1,0,4534.17,1970-01-01 00:00:00.000001972,54410.04,unknown,,True,55
34,yes,travel frequently,626.6825396825396,unknown,7,3,unknown,1,273,1,male,78.33531746031746,1,2, laboratory technician ,3,unknown,5061.67,13160.33,1,True,yes,24,4,4,full time,0,9.0,3,3,9,,0,6,5061.67,1970-01-01 00:00:00.000001989,60740.0,unknown,,True,55
36,no,unknown,1032.4872861766066,unknown,11,2,technical degree,1,274,2,female,129.06091077207583,3,3, sales executive ,4,unknown,8339.32,21682.23,0,True,no,14,3,3,part time,1,10.0,6,3,9,,2,8,8339.32,1970-01-01 00:00:00.000001987,100071.84,unknown,,False,55
30,no,travel frequently,290.03550973654063,unknown,23,3,unknown,1,275,1,male,36.25443871706758,1,1, research scientist ,3,divorced,2342.59,6090.75,1,True,no,25,4,3,part time,3,,2,2,10,,0,9,2342.59,1970-01-01 00:00:00.000001993,28111.13,unknown,,False,55
33,no,non travel,634.1111111111111,unknown,12,2,unknown,1,276,1,male,79.26388888888889,3,2, sales executive ,2,married,5121.666666666667,13316.33,0,True,unknown,13,3,1,full time,1,,2,4,7,7,0,7,5121.666666666667,1970-01-01 00:00:00.000001990,61460.0,unknown,,True,55
31,yes,unknown,636.7936507936508,unknown,6,4,life sciences,1,277,2,male,79.59920634920636,1,2, sales executive ,3,married,5143.33,13372.67,4,True,unknown,18,3,2,full time,0,,3,2,7,,7,7,5143.33,1970-01-01 00:00:00.000001992,61720.0,unknown,,False,55
41,no,travel rarely,1032.4872861766066,unknown,23,1,unknown,1,278,3,male,129.06091077207583,3,3, sales executive ,3,divorced,8339.32,21682.23,3,True,yes,13,3,3,part time,1,,2,3,9,,0,7,8339.32,1970-01-01 00:00:00.000001982,100071.84,unknown,,False,55
26,no,travel rarely,290.03550973654063,unknown,25,1,unknown,1,279,3,female,36.25443871706758,3,1, human resources ,3,unknown,2342.59,6090.75,1,True,unknown,23,4,4,unknown,1,8.0,3,3,8,,5,7,2342.59,1970-01-01 00:00:00.000001997,28111.08,unknown,,True,55
32,no,unknown,481.6190476190477,unknown,9,2,unknown,1,280,4,male,60.20238095238096,1,2, sales executive ,4,divorced,3890.0,10114.0,0,True,no,17,3,4,part time,3,,2,4,8,,0,7,3890.0,1970-01-01 00:00:00.000001991,46680.0,unknown,,True,55
40,no,travel frequently,578.2936507936508,unknown,26,3,unknown,1,281,2,female,72.28670634920636,3,2, research scientist ,2,divorced,4670.83,12144.17,1,True,no,11,3,1,full time,1,20.0,2,3,20,,2,13,4670.83,1970-01-01 00:00:00.000001983,56050.0,unknown,,False,55
53,no,travel rarely,556.2566609977324, sales ,6,2,marketing,1,282,2,male,69.53208262471655,3,2, sales representative ,3,unknown,4492.84,11681.39,2,True,yes,20,4,4,part time,1,13.0,3,1,7,,4,5,4492.84,1970-01-01 00:00:00.000001970,53914.11, sales representative     sales ,,True,55
29,no,non travel,445.6111111111112, research & development ,1,1,technical degree,1,283,4,male,55.7013888888889,3,2, manufacturing director ,3,married,3599.17,9357.83,1,True,unknown,13,3,1,part time,1,10.0,1,3,10,,0,9,3599.17,1970-01-01 00:00:00.000001994,43190.0, manufacturing director     research & development ,,False,55
36,no,travel frequently,290.03550973654063, research & development ,3,2,unknown,1,284,4,male,36.25443871706758,3,1, laboratory technician ,2,unknown,2342.5941666666668,6090.75,4,True,no,12,3,3,part time,0,13.0,3,2,8,,7,2,2342.5941666666668,1970-01-01 00:00:00.000001987,28111.13, laboratory technician     research & development ,,True,55
33,no,travel rarely,290.03550973654063, research & development ,14,3,unknown,1,285,4,female,36.25443871706758,3,1, research scientist ,2,unknown,2342.59,6090.75,1,True,unknown,13,3,4,part time,1,8.0,5,3,8,,1,6,2342.59,1970-01-01 00:00:00.000001990,28111.13, research scientist     research & development ,,True,55
51,no,travel rarely,1582.7713464696226,unknown,3,3,unknown,1,286,4,female,197.84641830870282,3,4, healthcare representative ,2,single,12783.9225,33238.2,3,True,unknown,18,3,3,full time,0,,6,3,7,,1,0,12783.9225,1970-01-01 00:00:00.000001972,153407.07,unknown,,False,55
27,no,travel rarely,290.03550973654063,unknown,9,3,medical,1,287,4,female,36.25443871706758,3,1, research scientist ,2,single,2342.59,6090.75,1,True,no,16,3,4,part time,0,,2,2,7,,0,3,2342.59,1970-01-01 00:00:00.000001996,28111.13,unknown,,False,55
37,no,unknown,367.7142857142857,unknown,21,3,life sciences,1,288,2,male,45.96428571428572,4,1, research scientist ,1,unknown,2970.0,7722.0,1,True,yes,12,3,1,full time,1,,3,2,8,,1,7,2970.0,1970-01-01 00:00:00.000001986,35640.0,unknown,,True,55
38,no,unknown,645.9761904761905,unknown,29,3,unknown,1,289,4,male,80.74702380952381,3,2, manufacturing director ,4,married,5217.5,13565.5,3,True,no,18,3,1,full time,1,9.0,3,1,7,,1,7,5217.5,1970-01-01 00:00:00.000001985,62610.0,unknown,,True,55
49,no,non travel,702.0,unknown,18,4,unknown,1,290,4,male,87.75,3,2, manufacturing director ,4,divorced,5670.0,14742.0,1,True,yes,15,3,1,full time,2,7.0,0,3,7,,1,7,5670.0,1970-01-01 00:00:00.000001974,68040.0,unknown,,False,55
27,no,unknown,556.2566609977324,unknown,20,3,life sciences,1,291,4,female,69.53208262471655,3,2, sales executive ,3,single,4492.84,11681.39,1,True,unknown,14,3,4,part time,0,7.0,2,3,7,,0,7,4492.84,1970-01-01 00:00:00.000001996,53914.11,unknown,,False,55
45,no,unknown,1032.4872861766066, sales ,6,3,medical,1,292,4,female,129.06091077207583,2,3, sales executive ,4,single,8339.32,21682.23,6,True,unknown,12,3,4,part time,0,23.0,2,3,19,,12,8,8339.32,1970-01-01 00:00:00.000001978,100071.84, sales executive     sales ,,True,55
35,no,unknown,1032.4872861766066,unknown,1,3,unknown,1,293,3,female,129.06091077207583,3,3, sales executive ,3,single,8339.32,21682.23,1,True,no,14,3,1,part time,0,10.0,3,4,10,,0,8,8339.32,1970-01-01 00:00:00.000001988,100071.84,unknown,,True,55
33,yes,travel rarely,290.03550973654063,unknown,2,2,unknown,1,294,1,female,36.25443871706758,3,1, laboratory technician ,1,unknown,2342.5941666666668,6090.75,7,True,no,20,3,1,part time,0,13.0,3,4,9,,1,7,2342.5941666666668,1970-01-01 00:00:00.000001990,28111.13,unknown,,True,55
52,no,unknown,1973.9841269841268,unknown,2,4,life sciences,1,295,1,male,246.74801587301585,2,5, manager ,3,unknown,15943.72,41453.67,1,True,yes,18,3,4,full time,0,33.0,2,4,33,,15,12,15943.72,1970-01-01 00:00:00.000001971,191324.62,unknown,,True,55
40,no,unknown,2005.301587301588, research & development ,2,2,medical,1,296,1,male,250.6626984126985,3,5, research director ,3,unknown,16196.67,42111.33,0,True,no,19,3,4,full time,1,,5,3,21,,3,9,16196.67,1970-01-01 00:00:00.000001983,194360.0, research director     research & development ,,True,55
38,no,non travel,556.2566609977324, sales ,2,2,life sciences,1,297,4,male,69.53208262471655,2,2, sales executive ,4,unknown,4492.84,11681.39,3,True,no,18,3,4,part time,1,13.0,0,3,8,,7,5,4492.84,1970-01-01 00:00:00.000001985,53914.11, sales executive     sales ,,True,55
46,no,unknown,1582.7713464696226,unknown,27,3,unknown,1,298,2,female,197.8464183087028,1,4, manager ,2,married,12783.92,33238.2,3,True,yes,12,3,2,full time,1,28.0,2,2,7,,7,7,12783.92,1970-01-01 00:00:00.000001977,153407.07,unknown,,False,55
45,no,travel rarely,1582.7713464696226,unknown,20,2,medical,1,299,3,male,197.84641830870282,3,4, healthcare representative ,4,married,12783.92,33238.2,0,True,yes,14,3,2,unknown,0,21.0,2,3,20,,4,10,12783.92,1970-01-01 00:00:00.000001978,153407.07,unknown,,True,55
47,yes,non travel,1032.4872861766066,unknown,10,4,life sciences,1,300,1,male,129.06091077207583,3,3, manager ,2,married,8339.32,21682.23,1,True,unknown,12,3,4,unknown,1,,2,2,10,,9,9,8339.32,1970-01-01 00:00:00.000001976,100071.84,unknown,,True,55
35,no,unknown,1032.4872861766066,unknown,22,3,life sciences,1,301,2,female,129.06091077207583,4,3, manager ,2,divorced,8339.32,21682.23,7,True,unknown,18,3,2,part time,1,10.0,6,2,7,,6,2,8339.32,1970-01-01 00:00:00.000001988,100071.84,unknown,,False,55
29,no,travel frequently,556.2566609977324,unknown,2,2,unknown,1,302,2,male,69.53208262471655,3,2, sales executive ,4,single,4492.84,11681.39,1,True,unknown,18,3,1,part time,0,,3,3,10,,0,9,4492.84,1970-01-01 00:00:00.000001994,53914.11,unknown,,True,55
55,no,travel rarely,556.2566609977324, research & development ,20,2,technical degree,1,303,2,male,69.53208262471655,3,2, laboratory technician ,4,married,4492.8425,11681.39,3,True,unknown,19,3,4,part time,1,12.0,4,3,10,,0,8,4492.8425,1970-01-01 00:00:00.000001968,53914.11, laboratory technician     research & development ,,True,55
26,yes,travel rarely,601.3015873015873,unknown,45,4,unknown,1,304,4,male,75.16269841269842,2,2, sales executive ,4,single,4856.67,12627.33,1,True,unknown,12,3,2,unknown,0,,0,3,8,,7,4,4856.67,1970-01-01 00:00:00.000001997,58280.04,unknown,,True,55
31,no,travel rarely,556.2566609977324,unknown,7,3,technical degree,1,305,2,male,69.53208262471655,4,2, sales executive ,4,unknown,4492.84,11681.39,4,True,unknown,11,3,2,part time,1,10.0,3,2,8,,7,7,4492.84,1970-01-01 00:00:00.000001992,53914.11,unknown,,True,55
43,no,travel frequently,253.2936507936508,unknown,10,4,life sciences,1,306,3,female,31.66170634920635,3,1, laboratory technician ,4,unknown,2045.8333333333333,5319.17,0,True,no,19,3,1,part time,0,,5,3,8,,1,7,2045.8333333333333,1970-01-01 00:00:00.000001980,24550.0,unknown,,True,55
31,no,travel rarely,556.2566609977324,unknown,13,3,marketing,1,307,4,male,69.53208262471655,3,2, sales executive ,4,unknown,4492.8425,11681.39,4,True,unknown,12,3,4,part time,3,13.0,3,3,7,,1,7,4492.8425,1970-01-01 00:00:00.000001992,53914.11,unknown,,True,55
32,no,unknown,521.547619047619,unknown,2,4,medical,1,308,1,female,65.19345238095238,4,2, research scientist ,4,single,4212.5,10952.5,7,True,unknown,16,3,3,part time,0,,0,2,7,,0,7,4212.5,1970-01-01 00:00:00.000001991,50550.0,unknown,,True,55
33,no,unknown,483.0634920634921,unknown,10,3,unknown,1,309,2,male,60.38293650793651,2,2, sales executive ,4,unknown,3901.67,10144.33,3,True,no,14,3,3,unknown,0,,6,2,7,,0,1,3901.67,1970-01-01 00:00:00.000001990,46820.04,unknown,,False,55
43,no,travel frequently,542.3888888888889, research & development ,10,4,life sciences,1,310,3,female,67.79861111111111,2,2, laboratory technician ,3,divorced,4380.833333333333,11390.17,1,True,no,11,3,2,part time,1,9.0,3,4,9,,0,0,4380.833333333333,1970-01-01 00:00:00.000001980,52570.0, laboratory technician     research & development ,,False,55
29,yes,travel rarely,218.62698412698413,unknown,8,4,unknown,1,311,2,male,27.328373015873016,1,1, laboratory technician ,1,unknown,1765.83,4591.17,1,True,unknown,11,3,4,unknown,0,7.0,4,2,7,,0,7,1765.83,1970-01-01 00:00:00.000001994,21189.96,unknown,,False,55
27,no,unknown,556.2566609977324, sales ,8,4,unknown,1,312,2,female,69.53208262471655,3,2, sales executive ,2,unknown,4492.84,11681.39,1,True,no,18,3,1,part time,1,8.0,3,3,8,,0,7,4492.84,1970-01-01 00:00:00.000001996,53914.11, sales executive     sales ,,False,55
29,no,travel rarely,556.2566609977324,unknown,10,1,unknown,1,313,4,female,69.53208262471655,2,2, sales executive ,2,divorced,4492.84,11681.39,1,True,yes,14,3,1,part time,2,7.0,2,3,7,,1,7,4492.84,1970-01-01 00:00:00.000001994,53914.11,unknown,,False,55
37,no,unknown,616.3650793650794,unknown,6,3,medical,1,314,3,male,77.04563492063492,4,2, research scientist ,1,divorced,4978.33,12943.67,4,True,unknown,13,3,1,full time,2,13.0,2,3,7,,6,7,4978.33,1970-01-01 00:00:00.000001986,59740.0,unknown,,False,55
26,no,travel rarely,556.2566609977324,unknown,1,3,unknown,1,315,3,male,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,1,True,unknown,17,3,2,part time,1,,3,3,8,,7,7,4492.84,1970-01-01 00:00:00.000001997,53914.11,unknown,,True,55
40,no,travel rarely,290.03550973654063,unknown,10,4,life sciences,1,316,4,female,36.25443871706758,4,1, laboratory technician ,3,married,2342.59,6090.75,3,True,yes,13,3,3,unknown,1,,3,3,7,,1,7,2342.59,1970-01-01 00:00:00.000001983,28111.08,unknown,,True,55
41,yes,unknown,556.2566609977324,unknown,4,3,unknown,1,317,1,male,69.53208262471655,3,2, sales executive ,2,unknown,4492.84,11681.39,1,True,no,18,3,3,part time,0,8.0,5,3,8,,7,7,4492.84,1970-01-01 00:00:00.000001982,53914.11,unknown,,False,55
51,no,travel rarely,556.2566609977324,unknown,14,2,unknown,1,318,3,female,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,4,True,no,11,3,3,unknown,1,18.0,2,2,7,,0,7,4492.84,1970-01-01 00:00:00.000001972,53914.08,unknown,,True,55
37,no,unknown,313.031746031746,unknown,14,3,unknown,1,319,4,female,39.12896825396825,3,1, laboratory technician ,1,unknown,2528.3333333333335,6573.67,1,True,no,12,3,3,full time,1,,2,2,18,,12,17,2528.3333333333335,1970-01-01 00:00:00.000001986,30340.0,unknown,,False,55
56,no,unknown,1363.142857142857,unknown,6,3,life sciences,1,320,3,female,170.39285714285714,4,4, sales executive ,1,married,11010.0,28626.0,9,True,no,11,3,4,unknown,3,36.0,0,2,7,,7,7,11010.0,1970-01-01 00:00:00.000001967,132120.0,unknown,,True,55
41,no,travel rarely,865.8412698412699, sales ,1,3,marketing,1,321,2,male,108.23015873015873,4,3, sales executive ,1,married,6993.333333333333,18182.67,1,True,unknown,16,3,3,part time,1,10.0,2,3,10,,0,7,6993.333333333333,1970-01-01 00:00:00.000001982,83920.0, sales executive     sales ,,True,55
46,no,unknown,556.2566609977324,unknown,18,3,medical,1,322,3,female,69.53208262471655,3,2, manufacturing director ,3,unknown,4492.84,11681.39,2,True,no,14,3,3,part time,1,19.0,5,2,10,,0,8,4492.84,1970-01-01 00:00:00.000001977,53914.11,unknown,,False,55
30,no,non travel,290.03550973654063,unknown,2,3,unknown,1,323,3,female,36.25443871706758,3,1, laboratory technician ,4,single,2342.5941666666668,6090.75,0,True,unknown,14,3,3,part time,0,12.0,2,2,11,,6,7,2342.5941666666668,1970-01-01 00:00:00.000001993,28111.13,unknown,,False,55
35,no,travel rarely,1032.4872861766066,unknown,16,3,life sciences,1,324,4,male,129.06091077207583,3,3, healthcare representative ,3,unknown,8339.32,21682.23,4,True,yes,12,3,3,part time,0,10.0,2,3,8,,0,0,8339.32,1970-01-01 00:00:00.000001988,100071.84,unknown,,False,55
48,no,travel rarely,417.9603174603175,unknown,2,5,unknown,1,325,2,female,52.24503968253968,3,2, sales executive ,4,married,3375.83,8777.17,2,True,no,14,3,1,part time,1,14.0,2,3,9,,6,7,3375.83,1970-01-01 00:00:00.000001975,40510.0,unknown,,True,55
45,no,travel rarely,495.75396825396825,unknown,2,3,other,1,326,4,male,61.96924603174603,3,2, sales executive ,2,unknown,4004.17,10410.83,0,True,no,19,3,2,part time,1,,3,4,8,,3,7,4004.17,1970-01-01 00:00:00.000001978,48050.0,unknown,,True,55
26,yes,travel frequently,282.8015873015873,unknown,17,4,life sciences,1,327,2,female,35.35019841269841,3,1, human resources ,3,unknown,2284.17,5938.83,0,True,yes,11,3,2,unknown,1,8.0,2,3,7,,1,0,2284.17,1970-01-01 00:00:00.000001997,27410.04,unknown,,True,55
41,no,unknown,556.2566609977324,unknown,2,4,other,1,328,1,female,69.53208262471655,2,2, healthcare representative ,3,single,4492.8425,11681.39,2,True,yes,17,3,1,part time,0,10.0,3,3,8,,0,7,4492.8425,1970-01-01 00:00:00.000001982,53914.11,unknown,,True,55
34,no,unknown,550.6428571428571,unknown,21,4,unknown,1,329,4,male,68.83035714285714,4,2, sales executive ,4,single,4447.5,11563.5,1,True,unknown,12,3,4,part time,0,10.0,3,3,10,,5,7,4447.5,1970-01-01 00:00:00.000001989,53370.0,unknown,,True,55
31,no,travel rarely,556.2566609977324,unknown,6,4,medical,1,330,1,male,69.53208262471655,4,2, sales executive ,4,divorced,4492.8425,11681.39,4,True,no,22,4,4,part time,2,13.0,4,4,7,,5,7,4492.8425,1970-01-01 00:00:00.000001992,53914.11,unknown,,True,55
43,no,travel frequently,556.2566609977324,unknown,9,5,unknown,1,331,4,male,69.53208262471655,3,2, laboratory technician ,3,divorced,4492.8425,11681.39,3,True,unknown,13,3,2,part time,1,10.0,3,3,8,,4,7,4492.8425,1970-01-01 00:00:00.000001980,53914.11,unknown,,False,55
53,no,unknown,556.2566609977324, sales ,1,1,unknown,1,332,4,female,69.53208262471655,3,2, sales executive ,1,single,4492.8425,11681.39,7,True,unknown,20,4,4,part time,0,18.0,2,4,14,,8,10,4492.8425,1970-01-01 00:00:00.000001970,53914.11, sales executive     sales ,,False,55
37,no,travel rarely,973.3492063492064,unknown,3,3,other,1,333,3,male,121.6686507936508,3,3, manufacturing director ,3,married,7861.67,20440.33,1,True,no,15,3,3,part time,1,,2,3,10,,7,8,7861.67,1970-01-01 00:00:00.000001986,94340.0,unknown,,True,55
54,no,unknown,1032.4872861766066,unknown,19,4,unknown,1,334,3,male,129.06091077207583,3,3, human resources ,2,unknown,8339.32,21682.23,2,True,unknown,15,3,3,part time,1,16.0,1,4,9,,7,1,8339.32,1970-01-01 00:00:00.000001969,100071.84,unknown,,True,55
38,no,travel rarely,556.2566609977324, sales ,7,4,marketing,1,335,4,female,69.53208262471655,2,2, sales executive ,4,unknown,4492.84,11681.39,0,True,no,20,3,1,part time,0,,2,3,7,,0,5,4492.84,1970-01-01 00:00:00.000001985,53914.11, sales executive     sales ,,True,55
29,no,unknown,290.03550973654063, research & development ,1,4,life sciences,1,336,2,male,36.25443871706758,1,1, research scientist ,4,divorced,2342.59,6090.75,1,True,unknown,18,3,4,part time,1,10.0,5,3,10,,2,8,2342.59,1970-01-01 00:00:00.000001994,28111.13, research scientist     research & development ,,True,55
34,no,unknown,1032.4872861766066,unknown,9,3,medical,1,337,4,female,129.06091077207583,2,3, healthcare representative ,2,unknown,8339.32,21682.23,1,True,unknown,14,3,2,part time,0,9.0,3,4,8,,7,7,8339.32,1970-01-01 00:00:00.000001989,100071.84,unknown,,False,55
39,no,unknown,556.2566609977324,unknown,2,4,technical degree,1,338,4,female,69.53208262471655,2,2, healthcare representative ,3,single,4492.84,11681.39,1,True,no,11,3,1,part time,0,20.0,4,3,20,7,11,10,4492.84,1970-01-01 00:00:00.000001984,53914.11,unknown,,False,55
32,no,unknown,556.7301587301588,unknown,10,3,marketing,1,339,4,male,69.59126984126985,3,2, sales executive ,4,unknown,4496.67,11691.33,1,True,unknown,12,3,4,full time,0,10.0,2,2,10,,0,8,4496.67,1970-01-01 00:00:00.000001991,53960.0,unknown,,True,55
38,no,travel rarely,556.2566609977324,unknown,1,4,life sciences,1,340,2,female,69.53208262471655,4,2, healthcare representative ,4,unknown,4492.84,11681.39,0,True,unknown,13,3,3,part time,0,10.0,4,3,9,,1,8,4492.84,1970-01-01 00:00:00.000001985,53914.11,unknown,,True,55
27,no,travel rarely,1032.4872861766066,unknown,1,2,life sciences,1,341,3,female,129.06091077207583,3,3, manufacturing director ,1,married,8339.32,21682.23,1,True,unknown,11,3,4,part time,0,9.0,3,3,9,,0,7,8339.32,1970-01-01 00:00:00.000001996,100071.84,unknown,,False,55
32,no,travel rarely,1151.3253968253969,unknown,3,2,life sciences,1,342,3,female,143.9156746031746,3,3, research director ,4,single,9299.17,24177.83,3,True,unknown,15,3,4,full time,0,10.0,6,3,7,,7,7,9299.17,1970-01-01 00:00:00.000001991,111590.0,unknown,,False,55
47,no,unknown,511.7460317460318,unknown,35,4,marketing,1,343,4,male,63.968253968253975,3,2, sales executive ,1,single,4133.33,10746.67,2,True,unknown,12,3,4,unknown,0,20.0,2,3,7,,1,7,4133.33,1970-01-01 00:00:00.000001976,49599.96,unknown,,False,55
27,no,travel frequently,907.2142857142858,unknown,10,2,unknown,1,344,4,male,113.40178571428572,3,3, manufacturing director ,1,unknown,7327.5,19051.5,1,True,no,21,4,3,part time,2,9.0,4,2,9,,1,7,7327.5,1970-01-01 00:00:00.000001996,87930.0,unknown,,True,55
41,no,unknown,1979.8174603174605,unknown,1,3,unknown,1,345,4,male,247.47718253968256,2,5, manager ,3,unknown,15990.833333333334,41576.17,1,True,no,12,3,2,full time,1,22.0,3,3,22,,2,10,15990.833333333334,1970-01-01 00:00:00.000001982,191890.0,unknown,,False,55
28,yes,unknown,228.63492063492063, research & development ,35,2,unknown,1,346,3,female,28.57936507936508,1,1, research scientist ,2,unknown,1846.67,4801.33,7,True,yes,13,3,4,part time,0,10.0,4,3,7,,3,7,1846.67,1970-01-01 00:00:00.000001995,22160.0, research scientist     research & development ,,True,55
